deso,swedish,foreign,total
1281C1180,1372,398,1770
1281C1190,1300,418,1718
1281C1200,1071,219,1290
1281C1210,1057,361,1418
1281C1220,1223,398,1621
1281C1230,1519,525,2044
1281C1240,783,472,1255
1281C1250,1395,407,1802
1281C1260,1531,407,1938
1281C1270,1079,722,1801
1281C1280,1488,421,1909
1281C1290,1063,541,1604
1281C1300,842,243,1085
1281C1310,776,277,1053
1281C1320,1628,330,1958
1281C1330,976,476,1452
1281C1340,1029,500,1529
1281C1350,821,870,1691
1281C1360,1115,474,1589
1281C1370,1447,833,2280
1281C1380,1344,373,1717
1281C1390,952,705,1657
1281C1400,1336,429,1765
1281C1410,815,359,1174
1281C1420,796,369,1165
1281C1430,2255,1182,3437
1281C1440,1177,661,1838
1281C1450,867,619,1486
1281C1460,1126,777,1903
1281C1470,922,1311,2233
1281C1480,503,655,1158
1281C1490,1192,468,1660
1281C1500,714,890,1604
1281C1510,1554,574,2128
1281C1520,1426,465,1891
1281C1530,845,679,1524
1281C1540,759,861,1620
1281C1550,1483,646,2129
1281C1560,1330,319,1649
1281C1570,723,209,932
1282A0010,2168,474,2642
1282B2010,2134,421,2555
1282B3010,1423,372,1795
1282C1010,1896,266,2162
1282C1020,2264,549,2813
1282C1030,949,247,1196
1282C1040,1514,634,2148
1282C1050,860,1709,2569
1282C1060,781,1554,2335
1282C1070,926,1507,2433
1282C1080,1208,1327,2535
1282C1090,1190,723,1913
1282C1100,1274,1008,2282
1282C1110,1067,988,2055
1282C1120,667,723,1390
1282C1130,1194,575,1769
1282C1140,907,320,1227
1282C1150,277,932,1209
1282C1160,1318,509,1827
1282C1170,256,824,1080
1282C1180,1738,385,2123
1282C1190,2488,307,2795
1282C1200,865,1286,2151
1283A0010,1069,221,1290
1283A0020,1009,319,1328
1283A0030,1881,206,2087
1283A0040,986,192,1178
1283B2010,1791,136,1927
1283B2020,2530,355,2885
1283B2030,1543,216,1759
1283B3010,1613,372,1985
1283B4010,959,498,1457
1283B5010,801,140,941
1283C1010,1304,208,1512
1283C1020,1564,159,1723
1283C1030,1418,164,1582
1283C1040,1658,566,2224
1283C1050,926,564,1490
1283C1060,635,384,1019
1283C1070,864,603,1467
1283C1080,988,715,1703
1283C1090,940,591,1531
1283C1100,1253,328,1581
1283C1110,1391,420,1811
1283C1120,1041,1362,2403
1283C1130,494,1575,2069
1283C1140,1548,295,1843
1283C1150,870,1101,1971
1283C1160,1227,565,1792
1283C1170,1363,276,1639
1283C1180,1305,269,1574
1283C1190,1448,733,2181
1283C1200,898,2381,3279
1283C1210,703,1494,2197
1283C1220,2137,978,3115
1283C1230,501,1462,1963
1283C1240,504,1360,1864
1283C1250,630,1314,1944
1283C1260,1020,624,1644
1283C1270,657,872,1529
1283C1280,585,1003,1588
1283C1290,936,1127,2063
1283C1300,1501,400,1901
1283C1310,814,906,1720
1283C1320,1090,428,1518
1283C1330,1088,451,1539
1283C1340,573,804,1377
1283C1350,1173,296,1469
1283C1360,1465,522,1987
1283C1370,643,1327,1970
1283C1380,1329,679,2008
1283C1390,1334,348,1682
1283C1400,1265,1123,2388
1283C1410,761,1210,1971
1283C1420,1159,253,1412
1283C1430,1524,296,1820
1283C1440,1407,383,1790
1283C1450,1065,668,1733
1283C1460,1340,549,1889
1283C1470,864,1609,2473
1283C1480,1646,421,2067
1283C1490,569,1662,2231
1283C1500,1397,596,1993
1283C1510,743,1339,2082
1283C1520,1815,388,2203
1283C1530,1863,731,2594
1283C1540,307,1310,1617
1283C1550,485,1284,1769
1283C1560,701,1136,1837
1283C1570,720,1001,1721
1283C1580,1925,653,2578
1283C1590,1630,258,1888
1283C1600,565,912,1477
1283C1610,1385,1231,2616
1283C1620,1096,287,1383
1283C1630,2529,1756,4285
1283C1640,1594,361,1955
1283C1650,1260,174,1434
1283C1660,986,1323,2309
1283C1670,1942,385,2327
1283C1680,716,97,813
1283C1690,1379,921,2300
1283C1700,1293,418,1711
1284A0010,1420,267,1687
1284A0020,1284,226,1510
1284A0030,647,114,761
1284B2010,926,80,1006
1284B2020,1194,128,1322
1284C1010,1118,156,1274
1284C1020,2104,350,2454
1284C1030,1282,134,1416
1284C1040,994,156,1150
1284C1050,1474,172,1646
1284C1060,1652,723,2375
1284C1070,1576,646,2222
1284C1080,1449,520,1969
1284C1090,1696,382,2078
1284C1100,1480,433,1913
1284C1110,1169,241,1410
1284C1120,1667,243,1910
1285A0010,1796,366,2162
1285A0020,686,156,842
1285A0030,635,164,799
1285A0040,1168,300,1468
1285A0050,1022,164,1186
1285A0060,999,92,1091
1285A0070,831,159,990
1285B2010,1350,477,1827
1285B3010,1079,256,1335
1285B4010,1302,141,1443
1285B5010,897,179,1076
1285C1010,1541,901,2442
1285C1020,1617,676,2293
1285C1030,1340,845,2185
1285C1040,1756,365,2121
1285C1050,855,1003,1858
1285C1060,1532,569,2101
1285C1070,1716,534,2250
1285C1080,1878,1093,2971
1285C1090,1074,1187,2261
1286A0010,1014,155,1169
1286A0020,1097,203,1300
1286A0030,1610,183,1793
1286A0040,988,94,1082
1286A0050,891,119,1010
1286A0060,711,77,788
1286B2010,1547,135,1682
1286B2020,1111,150,1261
1286C1010,1578,320,1898
1286C1020,1433,346,1779
1286C1030,1449,229,1678
1286C1040,2934,442,3376
1286C1050,1344,161,1505
1286C1060,1880,278,2158
1286C1070,2003,324,2327
1286C1080,1941,573,2514
1286C1090,1366,239,1605
1286C1100,801,83,884
1286C1110,1667,238,1905
1287A0010,1319,215,1534
1287A0020,1331,258,1589
1287A0030,1094,177,1271
1287A0040,1265,217,1482
1287A0050,1132,196,1328
1287B2010,1165,142,1307
1287B2020,1433,197,1630
1287B3010,1834,312,2146
1287C1010,2030,232,2262
1287C1020,1427,212,1639
1287C1030,1017,791,1808
1287C1040,924,375,1299
1287C1050,1176,650,1826
1287C1060,1441,1035,2476
1287C1070,1441,625,2066
1287C1080,827,949,1776
1287C1090,1603,350,1953
1287C1100,1904,698,2602
1287C1110,849,603,1452
1287C1120,1148,533,1681
1287C1130,847,295,1142
1287C1140,655,455,1110
1287C1150,895,338,1233
1287C1160,1703,327,2030
1287C1170,1798,481,2279
1287C1180,1573,562,2135
1287C1190,1363,230,1593
1290A0010,872,104,976
1290A0020,1406,123,1529
1290A0030,1370,219,1589
1290A0040,1772,237,2009
1290A0050,1574,250,1824
1290A0060,808,141,949
1290A0070,917,123,1040
1290A0080,2056,192,2248
1290A0090,1658,197,1855
1290A0100,909,100,1009
1290A0110,2077,219,2296
1290B2010,2452,181,2633
1290B2020,1112,103,1215
1290B2030,1762,177,1939
1290B2040,1806,150,1956
1290B2050,2128,159,2287
1290B2060,1478,106,1584
1290B3010,1842,311,2153
1290B3020,1258,197,1455
1290B4010,1747,212,1959
1290B5010,1417,295,1712
1290B6010,1292,226,1518
1290B7010,1280,138,1418
1290B8010,949,86,1035
1290C1010,883,151,1034
1290C1020,1739,587,2326
1290C1030,1575,280,1855
1290C1040,1027,172,1199
1290C1050,2165,368,2533
1290C1060,1194,462,1656
1290C1070,1563,686,2249
1290C1080,769,1210,1979
1290C1090,1004,874,1878
1290C1100,1455,584,2039
1290C1110,1650,532,2182
1290C1120,1434,870,2304
1290C1130,1375,464,1839
1290C1140,1164,728,1892
1290C1150,1409,447,1856
1290C1160,816,1638,2454
1290C1170,1066,762,1828
1290C1180,2110,746,2856
1290C1190,1097,986,2083
1290C1200,643,957,1600
1290C1210,1114,706,1820
1290C1220,262,2178,2440
1290C1230,363,2285,2648
1291A0010,1177,116,1293
1291A0020,750,73,823
1291A0030,1024,92,1116
1291A0040,1153,147,1300
1291A0050,996,146,1142
1291A0060,866,107,973
1291A0070,1005,127,1132
1291B2010,934,156,1090
1291B3010,808,182,990
1291B4010,895,79,974
1291B5010,755,146,901
1291C1010,1020,186,1206
1291C1020,1769,572,2341
1291C1030,1211,468,1679
1291C1040,1789,325,2114
1292A0010,737,113,850
1292A0020,1135,189,1324
1292A0030,2086,255,2341
1292A0040,1632,173,1805
1292B2010,1842,397,2239
1292B2020,1547,229,1776
1292B3010,896,147,1043
1292B3020,826,115,941
1292B4010,1139,347,1486
1292C1010,1808,336,2144
1292C1020,2159,275,2434
1292C1030,1301,825,2126
1292C1040,1926,583,2509
1292C1050,1397,235,1632
1292C1060,1563,844,2407
1292C1070,1398,372,1770
1292C1080,1614,310,1924
1292C1090,1066,363,1429
1292C1100,1769,244,2013
1292C1110,1916,375,2291
1292C1120,1677,214,1891
1292C1130,1455,127,1582
1292C1140,1858,136,1994
1292C1150,2083,234,2317
1293A0010,1361,194,1555
1293A0020,1420,198,1618
1293A0030,1392,107,1499
1293A0040,1243,126,1369
1293A0050,1099,164,1263
1293A0060,1128,169,1297
1293A0070,840,65,905
1293A0080,1031,187,1218
1293B2010,1147,371,1518
1293B2020,1456,247,1703
1293B2030,1156,478,1634
1293B3010,1000,127,1127
1293B3020,1785,192,1977
1293B3030,1083,99,1182
1293B4010,1023,353,1376
1293B4020,1173,410,1583
1293B5010,1481,423,1904
1293B6010,1428,427,1855
1293B7010,1373,446,1819
1293B8010,1041,125,1166
1293C1010,1460,526,1986
1293C1020,1056,397,1453
1293C1030,983,243,1226
1293C1040,1237,660,1897
1293C1050,1333,745,2078
1293C1060,1106,434,1540
1293C1070,1945,246,2191
1293C1080,1190,270,1460
1293C1090,1479,406,1885
1293C1100,415,1284,1699
1293C1110,1042,452,1494
1293C1120,1563,676,2239
1293C1130,1118,535,1653
1315A0010,934,224,1158
1315A0020,1076,241,1317
1315A0030,897,355,1252
1315A0040,1169,190,1359
1315B2010,943,370,1313
1315C1010,1390,963,2353
1315C1020,769,943,1712
1380A0010,1561,192,1753
1380A0020,1687,208,1895
1380A0030,1603,219,1822
1380A0040,1317,137,1454
1380A0050,1164,115,1279
1380A0060,1110,95,1205
1380A0070,1091,161,1252
1380B2010,2078,336,2414
1380B2020,1370,354,1724
1380B2030,1763,754,2517
1380B3010,1693,428,2121
1380B4010,1614,154,1768
1380C1010,1060,161,1221
1380C1020,1414,329,1743
1380C1030,883,604,1487
1380C1040,1609,157,1766
1380C1050,1242,835,2077
1380C1060,1519,207,1726
1380C1070,690,1004,1694
1380C1080,442,2237,2679
1380C1090,1407,446,1853
1380C1100,1720,433,2153
1380C1110,1452,411,1863
1380C1120,1743,327,2070
1380C1130,197,1902,2099
1380C1140,1842,191,2033
1380C1150,1001,390,1391
1380C1160,968,1335,2303
1380C1170,1004,457,1461
1380C1180,2213,266,2479
1380C1190,723,1436,2159
1380C1200,776,639,1415
1380C1210,638,929,1567
1380C1220,945,826,1771
1380C1230,1540,421,1961
1380C1240,841,725,1566
1380C1250,1683,447,2130
1380C1260,1793,196,1989
1380C1270,1281,417,1698
1380C1280,1746,926,2672
1380C1290,1697,661,2358
1380C1300,1434,417,1851
1380C1310,1370,302,1672
1380C1320,1110,1316,2426
1380C1330,1269,828,2097
1380C1340,1639,394,2033
1380C1350,1312,325,1637
1380C1360,1778,288,2066
1380C1370,1364,723,2087
1380C1380,2092,178,2270
1380C1390,1478,222,1700
1380C1400,1289,298,1587
1380C1410,1948,309,2257
1380C1420,1656,119,1775
1380C1430,1790,172,1962
1380C1440,1034,106,1140
1381A0010,1040,144,1184
1381A0020,1240,369,1609
1381A0030,1193,126,1319
1381A0040,1316,209,1525
1381A0050,1584,210,1794
1381A0060,836,113,949
1381B2010,2240,346,2586
1381B2020,2423,180,2603
1381B3010,739,161,900
1381B3020,1083,350,1433
1381B4010,895,363,1258
1381B5010,964,230,1194
1381C1010,1740,872,2612
1381C1020,1592,479,2071
1381C1030,1788,591,2379
1381C1040,858,301,1159
1382A0010,1771,151,1922
1382A0020,1441,256,1697
1382A0030,2022,322,2344
1382A0040,1082,93,1175
1382A0050,1449,214,1663
1382A0060,946,140,1086
1382A0070,1089,173,1262
1382A0080,1210,274,1484
1382A0090,1142,183,1325
1382B2010,1281,116,1397
1382B3010,939,244,1183
1382C1010,1562,210,1772
1382C1020,2928,280,3208
1382C1030,1960,353,2313
1382C1040,1122,410,1532
1382C1050,1084,192,1276
1382C1060,1563,724,2287
1382C1070,1908,646,2554
1382C1080,892,270,1162
1382C1090,1330,376,1706
1382C1100,1515,533,2048
1382C1110,731,167,898
1382C1120,1065,1117,2182
1382C1130,1021,460,1481
1382C1140,907,709,1616
1382C1150,2812,633,3445
1382C1160,810,189,999
1383A0010,1207,117,1324
1383A0020,1451,178,1629
1383A0030,2123,175,2298
1383A0040,1011,102,1113
1383A0050,1500,89,1589
1383A0060,999,95,1094
1383A0070,1865,189,2054
1383A0080,1342,143,1485
1383A0090,1540,163,1703
1383B2010,1592,408,2000
1383B2020,1117,157,1274
1383B3010,852,172,1024
1383B3020,1150,364,1514
1383B4010,1868,227,2095
1383B5010,2091,253,2344
1383B6010,1103,106,1209
1383B6020,794,72,866
1383C1010,1379,131,1510
1383C1020,1815,132,1947
1383C1030,856,81,937
1383C1040,1158,163,1321
1383C1050,2297,521,2818
1383C1060,1338,880,2218
1383C1070,1582,200,1782
1383C1080,1683,187,1870
1383C1090,1740,294,2034
1383C1100,1941,363,2304
1383C1110,1709,391,2100
1383C1120,2295,274,2569
1383C1130,1519,335,1854
1383C1140,1127,87,1214
1383C1150,2230,391,2621
1383C1160,1827,453,2280
1383C1170,1479,759,2238
1383C1180,1318,680,1998
1383C1190,2757,450,3207
1383C1200,2069,294,2363
1384A0010,1116,125,1241
1384A0020,1801,164,1965
1384A0030,1566,153,1719
1384A0040,1759,303,2062
1384A0050,1241,152,1393
1384B2010,1770,180,1950
1384B2020,1034,128,1162
1384B2030,2141,265,2406
1384B2040,2077,257,2334
1384B2050,1946,164,2110
1384B3010,1281,142,1423
1384B3020,1983,343,2326
1384C1010,2003,186,2189
1384C1020,2142,249,2391
1384C1030,1739,186,1925
1384C1040,1804,251,2055
1384C1050,2278,195,2473
1384C1060,1964,196,2160
1384C1070,2250,257,2507
1384C1080,1735,176,1911
1384C1090,1424,176,1600
1384C1100,1577,283,1860
1384C1110,2352,349,2701
1384C1120,1866,141,2007
1384C1130,1111,306,1417
1384C1140,1571,339,1910
1384C1150,1373,231,1604
1384C1160,1732,149,1881
1384C1170,1096,203,1299
1384C1180,1668,189,1857
1384C1190,1262,289,1551
1384C1200,1455,115,1570
1384C1210,1613,445,2058
1384C1220,1849,301,2150
1384C1230,1443,153,1596
1384C1240,1653,208,1861
1384C1250,2838,713,3551
1384C1260,2117,259,2376
1384C1270,1902,253,2155
1384C1280,1670,170,1840
1384C1290,2118,196,2314
1384C1300,894,105,999
1384C1310,1671,216,1887
1384C1320,1866,189,2055
1401A0010,1994,347,2341
1401A0020,1348,256,1604
1401B2010,1437,275,1712
1401B2020,1203,189,1392
1401B3010,1514,344,1858
1401C1010,1689,264,1953
1401C1020,1518,267,1785
1401C1030,1425,192,1617
1401C1040,1910,310,2220
1401C1050,1822,251,2073
1401C1060,1436,442,1878
1401C1070,1196,205,1401
1401C1080,1891,522,2413
1401C1090,1483,323,1806
1401C1100,1295,991,2286
1401C1110,1360,282,1642
1401C1120,1415,404,1819
1401C1130,2048,226,2274
1401C1140,1814,284,2098
1401C1150,1948,381,2329
1401C1160,1025,236,1261
1402C1010,2460,393,2853
1402C1020,2066,518,2584
1402C1030,1874,296,2170
1402C1040,1771,405,2176
1402C1050,1654,787,2441
1402C1060,1606,462,2068
1402C1070,1440,332,1772
1402C1080,1106,518,1624
1402C1090,1508,355,1863
1402C1100,1846,480,2326
1402C1110,1915,409,2324
1402C1120,897,780,1677
1402C1130,1266,880,2146
1402C1140,741,1394,2135
1402C1150,1331,1195,2526
1402C1160,2100,522,2622
1402C1170,1426,883,2309
1402C1180,1619,617,2236
1407A0010,885,72,957
1407A0020,1620,127,1747
1407A0030,1199,71,1270
1407C1010,1441,126,1567
1407C1020,1804,155,1959
1407C1030,1530,147,1677
1407C1040,1708,172,1880
1407C1050,1600,143,1743
1415A0010,1225,125,1350
1415A0020,1994,309,2303
1415A0030,1195,138,1333
1415C1010,1909,193,2102
1415C1020,1983,177,2160
1415C1030,1871,148,2019
1415C1040,1705,181,1886
1415C1050,1346,154,1500
1415C1060,1138,181,1319
1415C1070,1132,1032,2164
1415C1080,1335,188,1523
1415C1090,1676,355,2031
1415C1100,2032,438,2470
1415C1110,1554,353,1907
1415C1120,1642,161,1803
1419A0010,1337,134,1471
1419A0020,1085,269,1354
1419A0030,1381,194,1575
1419B2010,1883,256,2139
1419B2020,1417,162,1579
1419B3010,1340,117,1457
1419C1010,1759,185,1944
1419C1020,931,76,1007
1419C1030,1808,199,2007
1419C1040,1470,272,1742
1421A0010,1225,81,1306
1421A0020,1002,63,1065
1421A0030,1070,77,1147
1421A0040,897,92,989
1421A0050,1073,86,1159
1421A0060,1213,120,1333
1421B2010,1901,305,2206
1421B3010,1022,152,1174
1421B4010,887,175,1062
1421B5010,1290,154,1444
1421C1010,987,162,1149
1421C1020,1157,224,1381
1427A0010,1364,157,1521
1427A0020,1212,111,1323
1427A0030,1374,145,1519
1427B2010,2263,346,2609
1427C1010,1808,380,2188
1430A0010,1627,155,1782
1430A0020,1213,196,1409
1430A0030,1342,158,1500
1430A0040,1308,175,1483
1430C1010,1979,694,2673
1430C1020,1548,183,1731
1435A0010,1691,147,1838
1435A0020,1531,107,1638
1435A0030,1639,220,1859
1435A0040,1780,216,1996
1435A0050,1341,157,1498
1435B2010,1841,241,2082
1435C1010,1281,821,2102
1438A0010,1405,235,1640
1438C1010,743,131,874
1438C1020,1741,395,2136
1439A0010,1484,240,1724
1439A0020,1791,250,2041
1439C1010,1174,217,1391
1439C1020,1161,195,1356
1440A0010,2036,270,2306
1440A0020,1642,190,1832
1440B2010,945,733,1678
1440B2020,990,646,1636
1440B2030,1209,689,1898
1440B2040,919,516,1435
1440B3010,788,196,984
1440C1010,1610,504,2114
1440C1020,1116,357,1473
1440C1030,1074,1270,2344
1440C1040,1157,323,1480
1440C1050,1597,677,2274
1440C1060,1743,312,2055
1440C1070,2038,527,2565
1440C1080,1831,465,2296
1440C1090,1348,313,1661
1440C1100,1920,443,2363
1441A0010,2243,360,2603
1441B2010,2138,447,2585
1441B2020,1005,189,1194
1441B2030,1789,719,2508
1441B2040,1710,393,2103
1441B3010,901,127,1028
1441B4010,850,298,1148
1441C1010,1419,243,1662
1441C1020,1413,314,1727
1441C1030,2070,232,2302
1441C1040,1755,257,2012
1441C1050,1817,179,1996
1441C1060,1087,212,1299
1441C1070,1513,201,1714
1441C1080,1678,222,1900
1441C1090,1843,214,2057
1441C1100,985,162,1147
1441C1110,1954,341,2295
1441C1120,1840,386,2226
1441C1130,878,146,1024
1441C1140,1476,272,1748
1441C1150,1459,210,1669
1441C1160,1557,161,1718
1441C1170,1637,234,1871
1442A0010,2017,112,2129
1442A0020,1413,133,1546
1442A0030,2149,216,2365
1442C1010,900,272,1172
1442C1020,1415,417,1832
1442C1030,1150,904,2054
1442C1040,1010,160,1170
1443A0010,846,87,933
1443A0020,1482,170,1652
1443A0030,1071,152,1223
1443B2010,774,248,1022
1443C1010,1773,357,2130
1443C1020,2422,321,2743
1444A0010,1070,116,1186
1444A0020,1203,106,1309
1444C1010,1474,116,1590
1444C1020,1364,197,1561
1445A0010,1944,176,2120
1445A0020,1402,124,1526
1445C1010,1691,380,2071
1446A0010,993,95,1088
1446A0020,818,132,950
1446B2010,1001,96,1097
1446C1010,1848,267,2115
1446C1020,1637,170,1807
1447A0010,747,101,848
1447A0020,1148,213,1361
1447B2010,1214,462,1676
1447C1010,983,326,1309
1452A0010,782,147,929
1452A0020,1420,286,1706
1452A0030,1090,107,1197
1452A0040,1423,301,1724
1452B2010,1213,609,1822
1452B3010,973,172,1145
1452C1010,630,527,1157
1452C1020,821,437,1258
1452C1030,844,158,1002
1460A0010,1496,245,1741
1460A0020,1684,253,1937
1460B2010,1102,262,1364
1460B3010,616,434,1050
1460C1010,892,589,1481
1460C1020,1392,290,1682
1461A0010,1366,123,1489
1461A0020,1726,242,1968
1461A0030,1241,307,1548
1461C1010,1503,417,1920
1461C1020,1322,1016,2338
1462A0010,1082,184,1266
1462A0020,1722,345,2067
1462A0030,1897,234,2131
1462B2010,1602,388,1990
1462C1010,817,473,1290
1462C1020,1534,871,2405
1462C1030,1387,433,1820
1462C1040,840,619,1459
1463A0010,1169,160,1329
1463A0020,1981,220,2201
1463A0030,1796,272,2068
1463A0040,1612,188,1800
1463A0050,1638,266,1904
1463A0060,926,106,1032
1463A0070,1738,169,1907
1463A0080,1440,219,1659
1463B2010,944,118,1062
1463B2020,1094,325,1419
1463B3010,1405,142,1547
1463B4010,1180,177,1357
1463C1010,1764,238,2002
1463C1020,981,696,1677
1463C1030,1185,841,2026
1463C1040,1592,521,2113
1463C1050,1538,337,1875
1463C1060,730,65,795
1463C1070,930,89,1019
1463C1080,1246,320,1566
1463C1090,939,602,1541
1463C1100,1177,253,1430
1465A0010,1244,229,1473
1465A0020,2232,424,2656
1465A0030,1466,237,1703
1465A0040,989,180,1169
1465C1010,1623,718,2341
1465C1020,1082,392,1474
1466A0010,793,75,868
1466A0020,1278,126,1404
1466A0030,757,95,852
1466A0040,821,65,886
1466B2010,1078,212,1290
1466C1010,1527,267,1794
1466C1020,1736,687,2423
1470A0010,1009,83,1092
1470A0020,1211,155,1366
1470A0030,1558,153,1711
1470A0040,802,73,875
1470A0050,1756,258,2014
1470A0060,1595,179,1774
1470B2010,1052,367,1419
1470B3010,797,204,1001
1470C1010,1800,601,2401
1470C1020,2201,309,2510
1471A0010,953,88,1041
1471A0020,977,87,1064
1471A0030,975,77,1052
1471A0040,1885,165,2050
1471B2010,1782,181,1963
1471B3010,818,95,913
1471C1010,1229,375,1604
1471C1020,1268,158,1426
1471C1030,552,454,1006
1471C1040,916,240,1156
1472A0010,2434,144,2578
1472C1010,1377,182,1559
1472C1020,1217,477,1694
1472C1030,1812,414,2226
1472C1040,1225,398,1623
1472C1050,997,722,1719
1473A0010,1668,249,1917
1473A0020,1122,113,1235
1473A0030,1013,163,1176
1473C1010,1437,524,1961
1473C1020,1439,139,1578
1473C1030,945,374,1319
1480A0010,1783,116,1899
1480A0020,1179,139,1318
1480A0030,2081,593,2674
1480A0040,796,220,1016
1480A0050,740,289,1029
1480B2010,1345,137,1482
1480C1010,2637,250,2887
1480C1020,2078,204,2282
1480C1030,2808,589,3397
1480C1040,1543,138,1681
1480C1050,1590,280,1870
1480C1060,1849,429,2278
1480C1070,1550,423,1973
1480C1080,1235,194,1429
1480C1090,1559,276,1835
1480C1100,1920,329,2249
1480C1110,1365,533,1898
1480C1120,1991,656,2647
1480C1130,1361,267,1628
1480C1140,1760,278,2038
1480C1150,1152,390,1542
1480C1160,2004,948,2952
1480C1170,745,685,1430
1480C1180,1730,187,1917
1480C1190,1086,766,1852
1480C1200,1688,352,2040
1480C1210,793,1037,1830
1480C1220,943,1027,1970
1480C1230,677,1515,2192
1480C1240,627,1467,2094
1480C1250,658,1686,2344
1480C1260,1391,165,1556
1480C1270,900,733,1633
1480C1280,567,1616,2183
1480C1290,2159,375,2534
1480C1300,596,611,1207
1480C1310,1422,1288,2710
1480C1320,1370,539,1909
1480C1330,1694,660,2354
1480C1340,534,1489,2023
1480C1350,737,1271,2008
1480C1360,1208,538,1746
1480C1370,652,947,1599
1480C1380,1782,672,2454
1480C1390,1732,163,1895
1480C1400,994,267,1261
1480C1410,1677,256,1933
1480C1420,2042,1236,3278
1480C1430,1159,442,1601
1480C1440,1950,379,2329
1480C1450,1647,888,2535
1480C1460,1009,629,1638
1480C1470,1831,278,2109
1480C1480,1298,707,2005
1480C1490,1186,464,1650
1480C1500,1529,707,2236
1480C1510,1468,634,2102
1480C1520,1780,625,2405
1480C1530,1793,276,2069
1480C1540,1223,330,1553
1480C1550,1432,1123,2555
1480C1560,1713,296,2009
1480C1570,1742,1449,3191
1480C1580,1763,266,2029
1480C1590,1132,386,1518
1480C1600,1541,603,2144
1480C1610,1399,728,2127
1480C1620,2107,941,3048
1480C1630,1401,593,1994
1480C1640,1542,225,1767
1480C1650,1081,430,1511
1480C1660,944,584,1528
1480C1670,1489,532,2021
1480C1680,1869,705,2574
1480C1690,2252,594,2846
1480C1700,1742,313,2055
1480C1710,1725,261,1986
1480C1720,976,391,1367
1480C1730,1289,364,1653
1480C1740,657,1125,1782
1480C1750,1382,344,1726
1480C1760,1286,368,1654
1480C1770,1264,503,1767
1480C1780,1700,344,2044
1480C1790,1291,302,1593
1480C1800,1176,367,1543
1480C1810,1486,344,1830
1480C1820,1258,316,1574
1480C1830,1850,534,2384
1480C1840,1190,274,1464
1480C1850,1814,593,2407
1480C1860,1254,638,1892
1480C1870,1607,476,2083
1480C1880,1609,427,2036
1480C1890,1038,506,1544
1480C1900,1696,422,2118
1480C1910,1832,340,2172
1480C1920,1039,203,1242
1480C1930,1148,302,1450
1480C1940,1225,331,1556
1480C1950,1340,369,1709
1480C1960,1579,430,2009
1480C1970,1175,569,1744
1480C1980,1359,296,1655
1480C1990,1160,287,1447
1480C2000,1729,437,2166
1480C2010,1334,334,1668
1480C2020,1686,447,2133
1480C2030,1622,375,1997
1480C2040,1843,152,1995
1480C2050,1648,273,1921
1480C2060,1186,249,1435
1480C2070,992,324,1316
1480C2080,1343,279,1622
1480C2090,1312,391,1703
1480C2100,1542,441,1983
1480C2110,1442,371,1813
1480C2120,1596,416,2012
1480C2130,1169,384,1553
1480C2140,2433,276,2709
1480C2150,1378,441,1819
1480C2160,1345,513,1858
1480C2170,1184,504,1688
1480C2180,1234,297,1531
1480C2190,1081,304,1385
1480C2200,1245,305,1550
1480C2210,1543,587,2130
1480C2220,1188,356,1544
1480C2230,1364,519,1883
1480C2240,1490,503,1993
1480C2250,1405,431,1836
1480C2260,861,466,1327
1480C2270,2809,494,3303
1480C2280,1248,519,1767
1480C2290,1294,493,1787
1480C2300,994,530,1524
1480C2310,1108,148,1256
1480C2320,1439,404,1843
1480C2330,990,362,1352
1480C2340,938,291,1229
1480C2350,1172,424,1596
1480C2360,1672,814,2486
1480C2370,1430,572,2002
1480C2380,1151,487,1638
1480C2390,1101,440,1541
1480C2400,1418,410,1828
1480C2410,1114,435,1549
1480C2420,1568,390,1958
1480C2430,1179,543,1722
1480C2440,1535,437,1972
1480C2450,2027,600,2627
1480C2460,1428,661,2089
1480C2470,1248,551,1799
1480C2480,1103,335,1438
1480C2490,1272,561,1833
1480C2500,1417,343,1760
1480C2510,1033,490,1523
1480C2520,751,503,1254
1480C2530,1327,621,1948
1480C2540,1611,349,1960
1480C2550,1403,315,1718
1480C2560,1747,1573,3320
1480C2570,1880,194,2074
1480C2580,1265,324,1589
1480C2590,2097,577,2674
1480C2600,1001,345,1346
1480C2610,1128,268,1396
1480C2620,988,619,1607
1480C2630,503,1736,2239
1480C2640,1385,218,1603
1480C2650,1363,615,1978
1480C2660,384,1410,1794
1480C2670,1501,562,2063
1480C2680,988,245,1233
1480C2690,1035,842,1877
1480C2700,987,530,1517
1480C2710,672,1166,1838
1480C2720,2303,275,2578
1480C2730,1135,737,1872
1480C2740,1273,371,1644
1480C2750,1131,712,1843
1480C2760,1118,196,1314
1480C2770,1403,349,1752
1480C2780,1145,640,1785
1480C2790,1088,386,1474
1480C2800,834,561,1395
1480C2810,897,742,1639
1480C2820,464,2178,2642
1480C2830,1371,268,1639
1480C2840,1747,562,2309
1480C2850,1184,1066,2250
1480C2860,1670,631,2301
1480C2870,1177,257,1434
1480C2880,924,562,1486
1480C2890,1000,1368,2368
1480C2900,357,1336,1693
1480C2910,1462,462,1924
1480C2920,979,268,1247
1480C2930,759,659,1418
1480C2940,985,770,1755
1480C2950,1833,1897,3730
1480C2960,1039,699,1738
1480C2970,1026,1636,2662
1480C2980,1614,259,1873
1480C2990,1389,1001,2390
1480C3000,938,738,1676
